PRODUCT_ID,TITLE,BULLET_POINTS,DESCRIPTION,PRODUCT_TYPE_ID,PRODUCT_LENGTH
116011,"Time, Science and Philosophy",,,6132,547.0
2341106,"Pangjianqing For Honda Key Fob Cover Protector Compatible with 4, 6, 7 Button honda Remote Fob, Leather Key Cover with Keychain (Orange), Large","[Fit For Honda Civic, Accord, Pilot , Bin Chi, Odyssey, CR-V, CRV, URV, XRV, EX, EX-L 2- 4 buttons,Civic, Accord, Pilot, CRV, HRV, CRZ ,Fit , Odyssey , Ridgeline ,JED ,Crosstour , Crider and Spirior,2018 2021 Honda Odyssey Elite EXL EX EX-L LX Touring Smart key etc.,Quality material: The metal part is made of new high strength alloy. It is beautiful in appearance, durable, scratch-proof and rust-proof.The rhinestone are adopt high temperature hot melt technology, high temperature resistance.Do not wipe with corrosive liquids, which will destroy the color retention.,Design:Fashion design makes your car key more upscale.The crystal drill on the key case neatly arranged, and make the overall more bling, easy to carry, fun to enjoy it and just live a more shining life.,Wide range of use:Perfect for adding sparkle to your car keys, providing you with a beautiful appearance fashion. Also suitable for birthday gifts for relatives, friends and colleagues.,If you have any questions, you can contact us at any time, and we will respond within 24 hours.]","Fit For Honda Civic, Accord, Pilot , Bin Chi, Odyssey, CR-V, CRV, URV, XRV, EX, EX-L 2- 4 buttons,Civic, Accord, Pilot, CRV, HRV, CRZ ,Fit , Odyssey , Ridgeline ,JED ,Crosstour , Crider and Spirior,2018 2019 Honda Odyssey Elite EXL EX EX-L LX Touring Smart key etc.",10350,590.5511805
2236032,Gorgeous Flap Zipper PU Leather Stylish Wallet for Women/Girls Eye (Brown),"[Material: PU leather card holder is the perfect gift for anyone,Put it into your handbag, can hold bills, change, credit cards, photo, ID card, business card, etc. It is very elegant and suitable for many occasion like party, shopping, restaurant etc,Fashion design Perfet gift for women girls,Perfect for Casual and Formal use]","Gorgeous brings you this wallet, which is crafted from fine quality synthetic leather that ensures its longevity. Moreover, It is spacious enough to store all your essentials in an organised manner as it comes with one main compartment and an outer slip zip pocket. A Perfect Blend of Highly Durable Modern Day Material Styled With Pure Craftsmanship and Trust of Thousands of Customers.",3466,393.700787
2019351,"High Glitz Fashion Women's Banarasi Silk, Blue Color, Zari Work Saree With Running Unstitched Blouse Piece","[Fabric- Saree - Banarasi Silk, Blouse - Banarasi Silk,Work- Zari Thread Work, Weaving Work,In Package- 5.5 Miter Saree With 0.80 Miter Blouse Piece,Occasion- Party Wear, Function, Festival, Wedding, Traditional, Evening,Pack Of 1 Saree & 1 Blouse Piece]","Explore the collection of beautiful designed saree from High Glitz Fashion on Amazon. 5.5 miter saree with 0.80 miter blouse piece. this saree suitable party wear, function, festival, wedding, traditional wear, ceremony, daily wear saree. banarasi silk weaving zari thread work blue color saree with running blouse piece. pair this piece with heels or flat a graceful look.",2917,511.8110231
1697146,Backpack Purse for Women Oil Wax Leather Vintage Travel Large Fashion Designer Ladies Flap Shoulder Bag Brown,"[High-end Material: Made of high-quality oil wax PU leather with reinforced stitching, gun-tone hardware, fabric lining softly to touch.,Large Capacity：1 main compartment with 1 padded 14"" or under laptop compartment，1 inner zipper pocket, 2 inner slot pocket,2 pen loops and 1 back zipper pocket. The bag easily holds your items like 14"" or under laptop, iPad, A4 files, pens etc.,Special Design: The purse features flap lock closure design for security and fashion. Side magnetic buckles help to change the shape of bag. Great for occasions such as travel, party, appointment etc.,Approximate Dimension: (L) 11.41"" x (W) 5.11"" x (H) 15.07"", Weight: 2.77 lb. Awesome choice for wife and women on Birthday, Valentine's Day, Back to School season, Christmas, Graduation.,After-Sale Service: We are committed to providing each customer with the highest standard of customer service and top quality goods, if you are not satisfied with our product or service for any reason, please feel free to contact us by email.]",,3413,10.0
1060687,La violence : oui ou non - une discussion necessaire,,,1,511.81
235595,"The Correspondence of King George the Third with Lord North from 1768 to 1783, Volume 1",,,6104,744.093
2688952,Holy Family Oval Plaque – Wall Hanging – Ivory 16 inch,"[Height : 16 inches,Thickness: 5 inches,Material: Polyresin,Handmade and Hand-painted]","It is customary in every home to have an image of the Holy Family in the form of a picture, statue or plaque. Christian Art presents an elaborately designed wall hanging Holy Family plaque of 16 inch for your home.   The Holy Family consists of Jesus: The Son of God, his mother the Blessed Virgin Mary, and his foster-father Saint Joseph.   Some of the events in the Gospels that speak about the Holy Family are as follows: Appearance of the Angel to the Blessed Virgin Mary and to Saint Joseph The birth of Jesus in Bethlehem The visit of the wise men The flight into Egypt The presentation of Jesus in the temple The finding of Jesus in the temple The Catholic Church celebrate feast of the Holy Family on the last Sunday of the year.   The Holy Family is the best example of how love, care, patience, and loyalty should be exhibited in our families. Though the Gospels speak very less about the Holy family, the imprint of their exemplary actions have echoed through the ages.   This well designed wall hanging plaque comes with great workmanship. The total height of the Holy Family wall hanging plaque is 16 inches. The material used for creating this statue is polyresin.  The width of the plaque is 10 inches. The thickness is 3 inches only. The plaque comes with a hook to attach it onto the wall.",5506,1614.173227
2288947,Crocs Men's LiteRide 360 Pacer M NVY/BluG M7 Navy/Blue Grey Clog (206715-4TA),,,3243,393.7
371262,Tales from the Raven Cafe,,,1,550.0
1677859,"South Pine Porch AM6817S4-SALSA Solid Salsa Red 18-inch Round Outdoor Bistro Chair Cushion, Set of 4","[Set includes four round seat cushions (18"" x 18"" x 5"") with a plush, overstuffed construction for enhanced comfort and longevity,Cushion cover is made from 100% outdoor polyester fabric that is UV, water, stain and mildew resistant,Cushions are filled with a soft polyfiber material made from 100% recycled, post-consumer plastic bottles,Attached string ties help keep cushion securely attached to outdoor furniture,Circle tack construction prevents cushion fill from shifting and bunching]",,5598,1800.0
118655,Is the U.S. Ready for a Minority President? (At Issue),,,12982,600.0
2973318,Poster Envy Yahari Ore No Seishun Love Come Wa Machigatteiru Matte Finish Paper Poster Print 12 x 18 Inch (Multicolor) PE-27487,"[✔Sold and shipped by ""Poster Envy"".,✔Yahari Ore No Seishun Love Come Wa Machigatteiru Matte Finish Poster,✔Size : 12 x 18 Inch,✔Dispatched and packed carefully in a solid cardboard mailing tube protected with plastic caps on both sides of the tube ensuring the product arrives in perfect condition.,✔Easy to Frame：This unframed poster print come ready to hang on the wall using thumbstacks, putty, or a stylish frame of your choice.]",✔Yahari Ore No Seishun Love Come Wa Machigatteiru Matte Finish Poster is a 12 x 18 Inch Unframed wall poster. Each poster is printed on premium quality matte finish poster paper. Each poster is packed and dispatched in a solid cardboard tube with plastic caps on both sides of the tube. Each package contains 1 poster and pasting material.,1557,10.0
840555,"Celebrations by Mikasa Blossom Crystal Vase, 12-Inch","[This vase provides both traditional and contemporary decor to your home,12-Inch crystal vase,Beautifully crafted crystal,This gorgeous crystal vase features flowing sculpted edging that depicts a delicate flower blooming in the spring and highlight the brilliant colors of a fresh flower bouquet,Hand wash only,Crystal vase]","This celebrations by Mikasa vase provides both traditional and contemporary decor to your home. Crystal Vase measures 12 inches. Made from beautifully crafted crystal. This gorgeous crystal Vase features flowing sculpted edging that depicts a delicate flower blooming in the spring and highlight the brilliant colors of a fresh flower bouquet. To clean, hand wash only.",1593,790.0
775571,Primavera con una esquina rota,,,1,590.5511805
552120,Piano Music Volume 1,,,6130,827.0
1073073,Dr. Hauschka - Clarifying Clay Mask - 90G/3.1Oz,"[An effective purifying clay mask Helps deeply cleanse, invigorate & clarify all skin conditions Contains loess clay with nasturtium & witch hazel to eliminate dirt particles from skin Softens blackheads & shrinks enlarged pores Reduces the appearance of redness & blemishes Leaves skin calm, clear & purified Ideal for blemished skin prone to inflammation,Delivered within 1-2 weeks]",Dr. Hauschka Skin Care Clarifying Clay Mask-3.10 oz,350,400.0
557189,Bisphosphonates,,,6202,800.0
2529721,"AUTOFACE Motorcycle Helmet Light Strips, Night Riding Signal Helmet EL Light Sticker, 3 Mode Led Helmet Light Strip for Motorcycle, Bike Helmet (Fluorescent Green)","[HIGH QUALITY : Our helmet EL light made of high-quality material with waterproof design, can not be easily corroded, it is flexible and high-temperature resistance. The controller is wear-resistant, durable and easy to carry.,STICK FIRMLY : The 3M double-sided tape is more viscous,stick the light strip in position firmly, no need to worry about fall off. And easy to clean after peeling.,3 FLASHING MODES : The motorcycle helmet light led contains 3 different lighting modes: always on, blinking and fast blinking; can easily change it using the controller.,ENSURE SAFETY : The night riding LED light is attached to a motorcycle for warning effect which is quite obvious especially in foggy, rainy, or snowy weather, or at night or in dark environment. Bright light stand out on the road,which ensure your safety.,UNIVERSSAL FIT : The helmet LED light fit for all kinds of helmet such as full face helmet, half helmet, and modular motorcycle helmets and bicycle helmetst.]","<b>Product Information:</b><br> Name: Helmet Light Strip<br> EL thickness: 2.3 (mm)<br> EL size: 2.3 (mm)<br> Length of light bar: Long bar: 32.5cm, Short bar: 23cm<br> Drive: DC 3V 2 AA battery box(Batteries Not Included)<br> 4 Colors: blue, fluorescent green, ice blue, red<br> <br> <b>Package Include:</b><br> 1 x Motorcycle Helmet LED Strip<br> 1 x 1 Meter Extension Cable<br> 1 x Connection Cables<br> 1x 3V battery box (Batteries Not Included)<br> <br> <b>Features:</b><br> Eye-Catching during Night Drive!<br> Always On/Slow Flash/Fast Flash. Mode Changes via the controller.<br> Waterproof design, corrosion-Resistant, low power consumption,has long service life.<br> Use 3M sticky installation, easy to clean after peeling off, not hurt helmet.<br> Bright light stand out on the road, which ensure your safety.<br> Motorcycle helmet EL light stripe sticker is universal suitable for all kinds of motorcycles helmet.",8046,1259.842518
1653059,MODFANS Set of Mixed Colors of Reading Glasses 2.25 with Spring Hinges Vintage Quality Comfort for Men and Women,"[PRODUCTS SIZE: Lens width: (52mm),Frame width: (136mm),Lens height: (32mm),Bridge (DBL): (17mm),Temple length: (136mm).Frame material: plastic.Spring hinge: Yes.Head size: Narrow to Medium,LIGHTWEIGHT AND DURABLE: Lightweight frames and plastic lenses with flexible spring hinge temples ensure a comfortable fit without uncomfortable pinching,clear vision,they really work well when you can't read those fine prints on newspaper etc.Each pair of readers glasses is carefully selected to ensure quality,MODFANS SPRING HINGE READING GLASSES: 4 Pairs of glasses with 4 bags at 1 low price gives you great value for a quality product,CONVENIENT SET: Convenient set allows you to keep a pair of reading glasses in different places so you always have a pair handy,QUALITY CUSTOMER CARE: 100% Satisfaction Guaranteed.We are confident that our product will meet or exceed your expectations. If you are not satisfied with the product, however, we readily offer a 30-Day Hassle-Free Money Back Guarantee. Customer satisfaction is our priority.Better Vision Better World]","<p><b>BETTER VISION BETTER WORLD</b><br /> Provide the high quality and ex-factory price reading glasses with great value and Friendly Customer Service<br /> The frame style and size fits most face shapes <br /> Aspherical lenses protect the eyes from discomfort when reading <br /> MODFANS glasses have a stylish look and crystal clear vision<br /> <br /> <b>FEATURES AND BENEFITS</b><br /> High manufacturing quality, material lightweight and durability <br /> Metal spring hinges help glasses adapt to face,built-in stainless steel mechanical spring is not easy to damage durable<br /> Optically correct</p> <p><br /> <b>SPECIFICATION</b><br /> <br /> Size for manual measurement, there may be a 0 to 1 cm error, belongs to the normal phenomenon <br /> 4 x Reading Glasses <br /> 4 x Eyeglass Pouch <br /> If you have any problems with our items or services, please feel free to contact us <br /> We will do our best to solve any problems and provide you with the best customer services<br /> Your Glasses come with our 90 Day Money Back Guarantee and 1-Year Manufacturer's Warranty Thank you</p> <p><br /> <b>CARE</b><br /> <br /> To avoid damage, never clean your reading glasses with paper towels or clothing or alcohol<br /> and also avoid using household detergents or soaps. While a few mild soaps don't harm lenses <br /> today's extra strength soaps are powerful enough to slowly disintegrate lens coatings <br />",486,535.0
2999343,"HUBTURE Dancing Cactus Talking Toy, Wriggle Singing Cactus Repeats What You Say, Soft Plush Talking Toy Rechargeable Speaking Cactus Baby Toys Funny Creative Kids Dancing Toys (Green)","[Upgraded Funny Dancing Cactus Repeats What You Say. This Version Which Including Recording, Repeating, Glowing, Dancing and Singing Functions. There are 120 songs in many language it can sing. It can record what you say and repeat your words. Load the batteries and press the button. It will twist his body and glows when singing. It's really funny so try to speak something with it, which absolutely bring you a happy mood.,This product uses non-toxic and harmless soft plush fabric, the fabric is comfortable and will not cause any harm, children can play with confidence. All functions of each product will pass quality checks, so the product may have the sound of quality inspection staff, definitely not second-hand goods. The bottom of the electronic cactus toy is plastic, so it can stand firmly on the table.,This childhood education toy parrot cactus mimicking cactus toy is 12.6 inch height and 4.7 inch wide, the weight of the dancing cactus is about 0.46 lb. It needs three pieces LR6 AA 1.5V Alkaline batteries to activate, and batteries NOT included in the delivery.,Sings Multiple Cheery Songs, Repeats What You Say, Recording - This cactus plant toy can dance with the rhythm of the Song. Great gift, cactus plush toys are the best holiday and birthday gifts for children. Adults can also decompress. Made of soft and comfortable plush fabric, colorless and tasteless, it is skin‑friendly and is safe and hygienic.,Singing Plush Toy Cactus with Lighting & Recording Function.]","Talking and Dancing Cactus ---- Dancing Cactus Sing Multiple Cheery Songs ---- Dancing Cactus Repeat What You Say Funny Wiggle Dancing and Singing Cactus Fidget toys ---- Cactus plush toy Gift purpose: the most suitable birthday gift for children. Cheerful music and dancing are very suitable to create a pleasant atmosphere and suitable for parties. Holidays, Christmas gifts, Mother's Day gifts, Prime day, Christmas gifts, Independence Day gift, essential gifts for birthday parties, very suitable for holiday gifts and surprise gifts for girlfriends.",1017,393.700787
1661665,"Cherry Tree Collection Natural Gemstone Bracelet | Adjustable Size Nylon Cord | 6mm Beads, Silver Spacers | 5.0""-7.0"" Womens/Girls/Child (Aventurine)","[CHAKRA/GEMSTONES: Heart Chakra/Green Aventurine. Knotted on nylon cord with Sterling Silver spacers and NEW slider cord stop. See the detailed descriptions below for more information on your Chakra gemstones.,GENUINE & UNIQUE: All gemstones used on this bracelet are genuine (not man-made or synthetic like many others being sold). We have hand selected each of the stones in your bracelet. All gemstones are unique, therefore the color and pattern may vary from the picture shown but we know you will be pleased with the high quality and uniqueness of your bracelet.,DURABLE: Made with the finest quality nylon cord, doubled for style and extra security. Slider bead provides a secure fit with easy on/off.,ADJUSTABLE: Small fits a wrist size of 5.0""-6.5"", and medium fits a wrist size of 5.5""-7"". Please refer to the diagrams on the left for help measuring your hand and wrist to make sure you get the correct size.,US SELLER: Our jewelry artist who has over 10 years in the bead and jewelry business, created this beautiful design for us. We know you will be very pleased with this bracelet. 100% Satisfaction Guaranteed.]",,12437,700.0
760496,Delayed Posttraumatic Stress Disorders from Infancy: The Two Trauma Mechanism,,,6338,650.0
2778137,ADDA AMOUR-1 || Durable & Comfortable || 2D EVA Sole || Lightweight || Fashionable || Super Soft || Solid || Thong Flipflops for Men,"[Color : White ; Size : 7<br>,Lifestyle: Casual<br>,Closure: Slip-On<br>,The footwear designed by the ADDA to give you the best of comfort and style. ADDA slippers and sandals upgrade your style quotient. They will give you the most comfortable walking experience and Provides all-day comfort with a textured footbed and EVA sole.<br>,Department Name: Mens; Water Resistance Level: Water Resistant; Style Name: Slide; Lining Description: Ethylene Vinyl Acetate]","ADDA from Thailand is one of the most sought after footwear brands in India. They are pioneers in latest footwear technology in all of South-East Asia. ADDA produces some of most fashionable footwear designs in home wear / casual wear category, comparative to world class brands. Let’s Walk Together...",3249,1181.102361
1417042,"Grandeur 836157 Hardware Fifth Avenue Tall Plate Bellagio Lever Size, Passage-2.375"" Backset, Antique Pewter","[Made of solid, forged brass for long lasting durability,Ideal for doors that are 84 inches or higher, where a standard height plate would not look to scale,Drilling template and mounting hardware included for easy installation,Available in 6 designer finishes from Grandeur hardware,If the hinges are located on the left side of the door, then you will need a left-hand door knob. This means the privacy pin will be located on the right side of the knob]","Passage Function: Passage door hardware has no locking mechanism. Both the interior and exterior handles are always free making it perfect for hallways, closet doors, and anywhere else a lock isn&#39;t needed. Passage door hardware can also be used in conjunction with a deadbolt to secure a back door or entrance. Features: Crafted with solid brass Intended for use with left handed door configurations Easily installs on standard prepared doors Includes a 2-3/8&quot; backset and square corner latch Covered by a Limited Lifetime Mechanical and 10 Year Finish Warranty Does meet criteria of the American&#39;s with Disabilities Act (ADA) Hand assembled in the United States Product Technologies: Solid Brass Construction: Grandeur rosettes and backsets are forged from a solid piece of brass. This process yields a denser, stronger and higher quality product that can better display intricate designs than casted door hardware. Specifications: Backset: 2-3/8&quot; Cross Bore: 2-1/8&quot; Edge Bore: 1&quot; Door Thickness: 1-3/8&quot; to 2&quot; Handing: Left Trim Height: 11&quot; Trim Width: 2-5/8&quot; Handle Length: 4-3/4&quot; Handle Projection: 2-3/8&quot; Latch Faceplate: Square Corner Material: Brass",10200,232.0
1173079,Joe Black Round Sunglasses (Gun Metal) (JB-740|C1|46),"[Plastic lens with Metal frame,Ideal for Men and Women,Size: Small,Brown lens with Gun Metal colored frame,Lens Type: Gradient,Non-Polarized,100% UV protection]",,2799,669.2913379
2580229,LJL Traders Round Wall Air Hole Closer / Circle Air Cowl / Chimney Vent Pipe Cover / Air Vent Grille Cover Ducting / Mosquito Net / Dust Controller White ( 8 Inch Round ) - Pack of - (1),"[Easy to fix and clean,Proper Fitting In 8 Inch Diameter Holes,Prevent To Enter mosquitoes,lizard,cockroach,bee and rat,High quality plastic suitable for any type of climate,8"" Cowl Cover for Kitchen Chimney Exhaust Duct Pipe - 1 piece,Simple and elegant design]","Most Of The People Are Covering Their Windows And Doors With Mosqito Nets But Nobody Care About Wall Air Holes Chimney Vent Pipe Holes And Exhast Fan Holes.These Holes Are Given A Way To Enter Mosquitos and other Insects And They Spread Corona Like Diseases In Our Family. LJL Traders Exhaust Fan Cover Or Chimney Cover with Dust controller for Six inch air holes are high quality plastic nets with dust controllers integrated into them to prevent mosquitoes,lizard,cockroach,bee,spider and rat from entering while ensuring air passage. For years, home owners have been using different products that are difficult to fix, maintain or gets clogged with dust in a few months and render themselves useless but this is very easy to fix and clean,fixing with gum or double sided tape is not recommended.we would suggest you to fix it using screw to the wall",10128,800.0
1778443,Blutec Bottles Shells Rope Old Wood Design Printed Polycarbonate Back Cover for Vivo Y15 bl8211-13467 (Brown),"[Compatible Devices: Vivo Y15,Colour Name: Brown,Form Factor: Polycarbonate Back Cover Case,Durable, stylish & lightweight,Access to all ports and functions]","Blutec printed hard back case cover provides protection by preventing your mobile phone from dust and unnecessary scratches. It is made to fit perfect and gives the device its maximum protection. The hard case is reinforced from the proper edges, sides and back to prolong the life of your mobile phone. Besides its protection, it also has openings precisely made for the side buttons, charger port / dock connector, headset jack and speaker which allow you full access to all the functions on your device. Easy to install and last for a long time and the pattern on the surface looks great. It is the perfect case for protecting your phone from scratches, shock, and the elements. Kindly note: There may be slight change in color of design printed on case as seen on website, as there can be different monitor settings and also difference in ink transfer rate of printer to case.",12064,314.9606296
1125660,Hermle Ashland 22825N90340 Clock,"[Bracket Clock in a Cherry Finish with a Mechanical 8 Day Movement,Westminster Chimes,Assembled in the USA]","American styled bracket clock in classic oak finish, rich embossed dial.",8271,600.0
1399381,"Clothesline - Eroilor Outdoor Vacation Washing Line with 12 Coated Clothespins Perfect for Camping Holiday & Balcony, 6 to 11 Feet Long (Flexible), 4 Carabiners for Free - Black",,,10091,701.0
1222345,"Nike Mens Air Max Turbulence LS Running Shoe (10 D(M) US, Wolf Grey/Pure Platinum-White)",,,9208,1400.0
75785,The Ernst & Young Tax Guide 2003,,,28,839.72273
199300,Discharged Into Diapers,,,99,600.0
2441193,"Rasmika Leather Wallet Case Cover for Oppo A15s Vintage Flip Cover Inner Soft TPU, Leather Flip Stand Case with 3 Card Slot Holder Oppo A15s,(Brown)","[Specially Design For Oppo A15s Only.With Stylish Faux Leather.,Oppo A15s Precision cut-outs allow for full functionality while Mobile being protected. Change the volume answer a call charge your battery take a picture and listen to music without ever having to open your case.,Oppo A15s Leather Case : With slots for your ID cash credit cards never wonder where you set your wallet again Stop frantically looking around for your wallet and risk running late to work. We managed to create a slim and comfortable case,Back Cover : Oppo A15s Back Cover : This wallet inside has the soft tpu same color as leather tpu case. so the inside part will never damage or crack and as well as it also acts as shock proof case.,Kick back and relax with a kick-stand engineered into the design of Pirum leather case. Become a walking mobile theater for quick media sessions on the go Enjoy entertainment while you eat and off your Mobile screen]","This wallet case comes with card slots to store receipts, cards or emergency cash. You can now video chat or watch movies hands free in landscape mode with the wallet stand. Perfect and precise cut-outs allow easy access to all ports.Magnetic Flip Cover with Anti-Shock Cushion Technology for protection against small and accidental drops Easy to Install and remove, Protects your Mobile Phone from scratches.",2208,826.7716527
2713552,Riyasthya Women's Leather Embroiderd Rajasthani Jhuti/Mojris (Multicolor) (Numeric_5),"[Sole: Faux Leather,Closure: Pull On,Shoe Width: Medium,Closure: Slip On ,Shoe Width: Medium,COMFORTABLE SOLE; Extremely light sole and upper material for all day comfort Can Wear as daily wear casual wear party wear Non-slip sole is used realizing the high elasticity suppleness and long-lasting comfort FASHIONABLE AND TRENDY;Eye catching designs offers everyday fresh look in all seasons Standard Quality synthetic material used]","This ethnic Shoes/Jutis/Mojris for women to be worn all day long. Give a beautiful complement to your ethnic look in the form of these ethnic Shoes for ladies, having the best outer material along which make them comfortable to wear. This ethnic Shoes/Jutis/Mojris for women is very classy and unique look which gives you attractive look and its lace gives its different look. We provide individual, featuring a trendy, comfy and traditional ethnic flats for women and Flats for women.This Stylish Shoes/Jutis/Mojris for women with your ethnic apparel to complete your look. We manage the quality, style and durability of the products. This Flat heels for women stylish with sequence and fine quality material and will get you noticed for all good reasons. In vogue and agreeable, this match of level which is comprised of the great material having delightful outline makes it unique. Rajasthani and Ethnic to be worn throughout the day..we also deals in sandal for women,sandal for women daily wear,sandals for women latest,slippers for women flat,slipper for women stylish.",6017,472.4409444
2467190,Monte Carlo Premium Bedsheet King Size with 2 Pillow Covers 200 TC 100 % Cotton Multicolor,,,12083,2244.094486
1204164,"Buckle-Down Seatbelt Buckle Dog Collar - XXX Black/White - 1.5"" Wide - Fits 13-18"" Neck - Small","Buckle-Down Seatbelt Buckle Dog Collar - XXX Black/White - 1.5"" Wide - Fits 13-18"" Neck - Small",,7206,1800.0
899278,"Rohl AS425EB Air Activated Switch Button Only for Waste Disposal Including Escutcheon Base and Fastening Nut, English Bronze","[Air activated swith button,Remote on/off air switch button only,Does not include airswitch hardware,Transmitter button with escutcheon, base and fastening nut included,Escutcheon and button made of brass]","AS425EB Finish: English Bronze Features: -Remote on/off air switch button does not include hardware. -Transmitter button with escutcheon,base and fastening nut include. -Brass construction. Product Type: -Accessory. Country of Manufacture: -United States. Dimensions: -1.25'' Cutout. Overall Height - Top to Bottom: -2.25"". Overall Width - Side to Side: -1.75"". Overall Depth - Front to Back: -1.75"".",10026,175.0
1766167,Spykar Men's Skinny Fit Jeans (EASKN-DEV-89_Raw Blue_34),"[Color name: Raw Blue,Material: Cotton,Pattern: Plain,Machine Wash]",,2835,393.700787
1030197,"Tough, Waterproof, USA Made: Certified Intrinsically Safe Carbon Monoxide Detector & CO Meter (CO Inspector Industrial by Sensorcon)",,,5983,320.0
296752,The English Bodley Family (Classic Reprint),,,40,598.424
2657162,"Cute Cosmetic Bag, TV Show Makeup Bag Travel Organiser Case with Zipper Best Friends Sister Women Girls Ladies Friendship Gifts, Cosmetic Bag L 3, One Size","[【Women Romantic Cosmetic Bag For Purse】: Are you still worrying about what suprise gift to give her? You should be thankful that you saw this fun cosmetic bag for women. Our large cosmetic bag is made of high-quality linen material, which is not easy to get dirty and easy to clean.,【Unique Makeup Bags For Women Size】: The size of this large makeup bag beauty gifts for women is 23x18x5(cm)=9Lx7Hx2W''. This makeup bag organizer friend gifts for women unique is a good size and you can use it to easily carry what you need, this cosmetic bag for purse is a great way to go out A must-have product for travel and daily storage of cosmetic bottles.,【Utility Cute Makeup Bag】: Are you looking for this lightweight, easy to carry, reusable, durable makeup bag travel cosmetic bag? Our large cosmetic bag holds your mascara, lipstick, cream, phone, sunglasses, power bank, and other travel gadgets.,【Women's Favorite Suprise Gifts】: This kawaii makeup bag gifts for women under 20 dollars can be as birthdays, anniversaries, anniversaries, weddings, housewarming gifts for your best friends, girlfriend, wife, mother, daughter, etc. This makeup bag largely is a must-have favorite for women one of the gifts choices.,【Customer First】：Our brand adheres to the principle of customer first. If you have any question, please feel free to contact us first, we will reply in 24 hours. We will try our best to solve any problems and provide you with the best customer services.]","<p><b>Product Description</b></p><p>Are you still struggling to find the right makeup bag cosmetic bag? Congrats on finding it, our makeup bag organizer cosmetic bags are perfect for traveling, everyday storage of your various cosmetic bottles, and more. We specialize in producing the perfect travel makeup bag cosmetic bag for any occasion! Don't hesitate, take one home with you!</p><p></p><p><b>How To Love Your Bag:</b></p><p>1. Our makeup bags for women cosmetic bags are easy to clean, so I recommend hand washing.</p><p>2. We recommend washing them inside out in cold water and then hanging drying them.</p><p>3. Don't iron your makeup bags.</p><p></p><p>Thank you very much for your browsing. If you like our large makeup bag, I suggest you bookmark us, because we will have monthly or even weekly updates, and there will be more patterns of makeup bags for purses for you to choose from.</p><p></p><p>This makeup bag large size data is due to different measurement methods, and the error within 1-3cm is a normal phenomenon.</p><p></p><p>Any questions please feel free to contact us first, we will reply in 24 hours. We will try our best to solve any problems and provide you with the best customer service.</p>",367,905.5118101
2044215,"The New Bulletproof Diet Cookbook: Simplified Guide To Eat Fats, Lose Fats Including Fresh and Delicious Recipes",,,82,550.0
1167220,meSleep Delhi Chal Hard Drive Skin,"[meSleep hard drive skins protect your device from dirt, minor scratches & dullness,Compatible with all hard drives upto 4 inches,The skins by meSleep are easy to install & remove without leaving any gum or residue.,meSleep hard drive skins enable you and your device a unique look which are cool, trendy & personalized,Set of 2 for both sides | Dimension (WxH) : 3.5 x 5 inches]","meSleep Hard Drive Skins made of super-durable 3M vinyl feature patented air release technology for a smooth, zero-bubble surface that protects your device from dirt, minor scratches & dullness, increasing its life & re-sale value without adding bulk. This skin is for both front and back surface of your hard drive and is compatible with almost all hard drives. Dimensions (W x H): 3.5 inches x 5 inches Compatibility: Most laptops with screen sizes ranging from 10"" to 15.6"" Instructions for application: 1. Make sure your hard drive is clean. Wipe it off with a soft cloth. The hard drive should be free of dust, fat or grease - otherwise the hard drive skin may not stick to your hard drive as well as it's supposed to. 2. Take the measurement of the applying area 3. Trim the exact size before applying with a blade/scissors 4. Align the hard drive skin on your hard drive, take care that you put it on straight and in the exact position that you want to place it 5. Remove only one side of the liner from sheet, align to the applying surface and start attaching them slowly 6. Proceed carefully with the use of a clean cloth and/or a plastic card (i.e. ATM card) to assure no air bubbles remain until the liner is removed",611,350.0
909578,"Tervis US Naval Academy Emblem Tumbler (Set of 4), 16 oz, Clear","[Keeps hot drinks hot and cold drinks cold,Co-polyester BPA and Melamine free construction,Microwave, freezer & dishwasher safe,Unconditional Lifetime Guarantee,Made in America]",COLL-S-16-USNA NCAA Team: US Naval Academy Features: -Set of 4 tumblers.-Keep your hot drinks hotter and cold drinks colder longer.-Capacity: 16 oz..-Material: Polycarbonate. Dimensions: -Dimensions: 6'' H x 3.3'' W. Collection: -Complements The Collegiate collection.,1424,706.2
264494,The Preparation of Benzoic Acid by Oxidation of Toluol,,,6104,744.093
1667963,"VFAN Charger Charging Cable Clip for Garmin Vivoactive HR, Fast Charge and Data Sync","[Suitable for All 5V DC OUT Power Source, Like Laptop USB Port, Wall Charger, Car USB Charger, Power Bank, etc.,Length: 3.3FT/100CM. More Convenient for business users and travelers.,Geat Parts for travelers and business users, Charging at anytime and anywhere.,Sae More Time! Fast Charging and Data Sync Designing. Note: Garmin Watch DO NOT included.,Compatible with Garmin Vivioactive HR Smart Watch ONLY.]","<br>Protect your smart watch from over charging and voltage.<br> Convenient for travelers and business users.<br> Data sync and charge your garmin watch at the same time on your PC or just plug directly into your wall charger or car USB charger. It is better to charge your watch before the battery runs out. <br> Accessories ONLY, SMARTWATCH DO NOT included. <br>",2197,4724.409444
120937,The Politics of Human Rights Protection: Moving Intervention Upstream With Impact Assessment,,,123,638.0
790699,Tongue Sandwich,,,7,1220.47
